X	Y
38.101841	-5.859227
38.100468	-5.860763
38.098042	-5.862109
38.096035	-5.86173
38.094334	-5.860645
38.092983	-5.859161
38.090626	-5.85732
38.085716	-5.85386
38.08086	-5.854428
38.077133	-5.853845
38.073788	-5.849998
38.070156	-5.851645
38.066883	-5.855381
38.062	-5.861772
38.06052	-5.863212
38.05764	-5.863575
38.048569	-5.863448
38.045628	-5.862916
38.043716	-5.862278
38.038742	-5.862027
38.032719	-5.862103
38.027744	-5.86254
38.025837	-5.863219
38.0233	-5.864789
38.014351	-5.871216
38.011524	-5.872203
37.997787	-5.874913
37.994656	-5.871028
37.99305	-5.867331
37.991196	-5.865039
37.986752	-5.860969
37.985535	-5.859366
37.983349	-5.857435
37.973598	-5.852294
37.971947	-5.851106
37.969242	-5.850101
37.963742	-5.851291
37.958547	-5.851102
37.951643	-5.850347
37.949614	-5.849855
37.948813	-5.849458
37.947635	-5.848554
37.946883	-5.847387
37.94637	-5.845644
37.945882	-5.842128
37.945519	-5.840657
37.944026	-5.83759
37.943046	-5.836264
37.940571	-5.834648
37.938901	-5.833197
37.937959	-5.831949
37.936984	-5.830239
37.936228	-5.829341
37.935469	-5.828713
37.934324	-5.828156
37.93056	-5.828064
37.928611	-5.82738
37.926517	-5.826038
37.924361	-5.823616
37.923106	-5.822711
37.921157	-5.821989
37.919163	-5.821652
37.917405	-5.821009
37.915697	-5.819519
37.913293	-5.815667
37.911706	-5.813754
37.90874	-5.811551
37.906962	-5.809559
37.905937	-5.808696
37.905174	-5.808299
37.903797	-5.807893
37.900455	-5.807806
37.899184	-5.808058
37.896261	-5.808285
37.891864	-5.809455
37.88967	-5.809732
37.888102	-5.809247
37.886811	-5.808148
37.883841	-5.803477
37.880141	-5.796057
37.870144	-5.782722
37.864572	-5.774465
37.86292	-5.771703
37.861449	-5.769715
37.854481	-5.762362
37.851046	-5.757877
37.844338	-5.751068
37.843281	-5.749741
37.841806	-5.749342
37.840501	-5.747991
37.836813	-5.74528
37.834676	-5.743027
37.832317	-5.739663
37.829646	-5.734688
37.825866	-5.72855
37.823061	-5.722963
37.820569	-5.719063
37.81314	-5.710716
37.811396	-5.708916
37.808911	-5.706828
37.805105	-5.702927
37.80187	-5.698779
37.799915	-5.694981
37.795561	-5.688052
37.793133	-5.685346
37.790921	-5.683483
37.787941	-5.681756
37.786406	-5.680682
37.780561	-5.675916
37.776756	-5.672364
37.773767	-5.66902
37.768736	-5.66454
37.764167	-5.661396
37.760994	-5.65983
37.759595	-5.659562
37.757934	-5.659532
37.755167	-5.660035
37.75284	-5.661064
37.751892	-5.661669
37.749826	-5.662345
37.749488	-5.662662
37.744563	-5.66401
37.74426	-5.662168
37.743825	-5.660871
37.74241	-5.650227
37.742602	-5.648249
37.743709	-5.645152
37.74492	-5.642747
37.745433	-5.642108
37.745286	-5.641302
37.744752	-5.640397
37.742848	-5.638851
37.741165	-5.63803
37.738396	-5.636944
37.735951	-5.63627
37.732823	-5.635816
37.728818	-5.635514
37.721132	-5.635322
37.71912	-5.63494
37.717875	-5.634526
37.716188	-5.63359
37.714882	-5.6326
37.71323	-5.63062
37.71244	-5.629068
37.711767	-5.626585
37.711702	-5.622957
37.712038	-5.619777
37.71216	-5.616026
37.712091	-5.611317
37.711755	-5.608627
37.711688	-5.602991
37.711937	-5.600509
37.713159	-5.597408
37.713976	-5.592778
37.71336	-5.580946
37.713648	-5.577535
37.714452	-5.574529
37.715103	-5.570562
37.715557	-5.565484
37.715458	-5.561973
37.714857	-5.559371
37.715909	-5.558787
37.717506	-5.557408
37.719568	-5.55516
37.721061	-5.554056
37.724501	-5.550746
37.730772	-5.54616
37.733111	-5.544132
37.73574	-5.542632
37.738297	-5.540286
37.74128	-5.538037
37.742378	-5.537644
37.745091	-5.5373
37.747291	-5.536629
37.74918	-5.535855
37.749288	-5.535345
37.749859	-5.534981
37.75473	-5.53295
37.759542	-5.530226
37.761295	-5.530444
37.762065	-5.530228
37.762688	-5.530287
37.766149	-5.529144
37.771927	-5.527586
37.777256	-5.52658
37.779954	-5.525884
37.786567	-5.523568
37.788957	-5.522919
37.790656	-5.522599
37.795418	-5.522111
37.804084	-5.522432
37.805782	-5.522034
37.806357	-5.521786
37.806466	-5.521513
37.807303	-5.520871
37.808546	-5.519408
37.812957	-5.512994
37.817631	-5.507613
37.818467	-5.506894
37.819615	-5.506243
37.822123	-5.50559
37.824144	-5.505645
37.825044	-5.505888
37.826888	-5.506604
37.830117	-5.508281
37.832705	-5.509244
37.837205	-5.510536
37.838973	-5.511332
37.840516	-5.512442
37.841631	-5.513527
37.847515	-5.520523
37.851095	-5.523963
37.85433	-5.526026
37.855976	-5.526671
37.857302	-5.52694
37.859793	-5.527213
37.861851	-5.527229
37.864251	-5.527003
37.867071	-5.526457
37.875918	-5.526386
37.878764	-5.52688
37.880762	-5.527669
37.883318	-5.529097
37.885818	-5.529755
37.889165	-5.530157
37.89169	-5.530274
37.899253	-5.530126
37.903005	-5.529629
37.905166	-5.529102
37.907208	-5.528462
37.909552	-5.527428
37.911708	-5.526708
37.91696	-5.525548
37.924399	-5.523243
37.927341	-5.522885
37.930444	-5.522831
37.934125	-5.522528
37.937097	-5.521783
37.938098	-5.521406
37.939362	-5.520635
37.940537	-5.520914
37.941399	-5.51532
37.941967	-5.50927
37.943352	-5.504836
37.943169	-5.496878
37.942364	-5.492492
37.941875	-5.487121
37.941868	-5.480943
37.941551	-5.471321
37.94182	-5.46772
37.943073	-5.459926
37.942192	-5.451867
37.939354	-5.441731
37.943155	-5.441959
37.944676	-5.441352
37.944833	-5.438761
37.944534	-5.435865
37.944844	-5.432361
37.946226	-5.424439
37.946079	-5.421695
37.946387	-5.419258
37.945026	-5.414836
37.94394	-5.414247
37.947931	-5.405735
37.948852	-5.40086
37.950075	-5.3969
37.950387	-5.392024
37.953028	-5.382588
37.961044	-5.384118
37.967146	-5.371936
37.96929	-5.362491
37.97052	-5.354569
37.972359	-5.345733
37.971458	-5.339026
37.972985	-5.332422
37.96484	-5.327156
37.958778	-5.325178
37.949478	-5.323374
37.945412	-5.32021
37.938023	-5.31168
37.932396	-5.30429
37.927299	-5.298659
37.92091	-5.293762
37.904118	-5.285291
37.894749	-5.281795
37.890423	-5.279559
37.878361	-5.275372
37.855438	-5.269585
37.841969	-5.268345
37.813808	-5.264151
37.808109	-5.263754
37.800819	-5.26222
37.792015	-5.252849
37.795872	-5.242546
37.805618	-5.238414
37.814476	-5.233041
37.816052	-5.22392
37.820328	-5.219395
37.822041	-5.209403
37.828781	-5.201368
37.838196	-5.194607
37.845375	-5.185123
37.847572	-5.178578
37.853714	-5.17129
37.852444	-5.156405
37.84742	-5.143665
37.844158	-5.123497
37.841999	-5.105215
37.842217	-5.084354
37.841885	-5.068845
37.839092	-5.042042
37.835125	-5.035033
37.821129	-4.990615
37.875141	-4.975176
37.883255	-4.973064
37.886871	-4.973396
37.888752	-4.977597
37.892372	-4.977648
37.895485	-4.974623
37.89967	-4.974404
37.899723	-4.971066
37.900894	-4.967739
37.904476	-4.970016
37.906483	-4.966699
37.908718	-4.966169
37.911526	-4.964817
37.914597	-4.964578
37.917114	-4.963777
37.922916	-4.966645
37.925156	-4.966124
37.927715	-4.962817
37.930824	-4.960352
37.935215	-4.964313
37.937443	-4.964344
37.941952	-4.961058
37.946953	-4.961962
37.950291	-4.962284
37.952484	-4.964268
37.955818	-4.96487
37.955734	-4.969881
37.961544	-4.972188
37.960934	-4.975525
37.980267	-4.990491
37.997833	-4.996677
38.028019	-4.999399
38.043114	-5.000389
38.054989	-5.000141
38.060815	-4.995525
38.061119	-4.996037
38.063939	-4.996948
38.065897	-4.996912
38.069189	-4.996311
38.074454	-4.996521
38.077	-4.997129
38.078822	-4.998059
38.079992	-4.999078
38.080504	-4.999762
38.079641	-5.001243
38.080939	-5.002372
38.082355	-5.003154
38.086108	-5.004805
38.088026	-5.005207
38.091897	-5.006435
38.096865	-5.00979
38.099353	-5.011006
38.103454	-5.012274
38.106984	-5.012843
38.110971	-5.013879
38.113037	-5.015052
38.114103	-5.016217
38.11467	-5.017377
38.115116	-5.019269
38.115064	-5.020886
38.114865	-5.021809
38.114928	-5.023427
38.115522	-5.025974
38.115501	-5.028632
38.115343	-5.029208
38.114955	-5.029629
38.113447	-5.030848
38.111324	-5.032178
38.110549	-5.033019
38.110546	-5.033366
38.111496	-5.034684
38.112106	-5.03519
38.114597	-5.035981
38.115827	-5.035876
38.117483	-5.035312
38.120455	-5.03345
38.121953	-5.03354
38.122336	-5.033658
38.122946	-5.034203
38.122234	-5.036662
38.120298	-5.038687
38.118635	-5.040021
38.118091	-5.040864
38.117932	-5.04144
38.118038	-5.042635
38.118748	-5.04499
38.118573	-5.047608
38.117906	-5.049413
38.116312	-5.051788
38.116035	-5.052787
38.116204	-5.055715
38.11658	-5.056604
38.117152	-5.05711
38.117879	-5.057424
38.118609	-5.057469
38.120034	-5.056903
38.121466	-5.055567
38.123639	-5.052773
38.12445	-5.052241
38.124949	-5.052283
38.126132	-5.053102
38.126855	-5.053994
38.128629	-5.057629
38.129313	-5.058559
38.130912	-5.06019
38.134307	-5.062837
38.144865	-5.067507
38.148655	-5.068848
38.151453	-5.069371
38.153297	-5.069309
38.153952	-5.069084
38.155187	-5.068324
38.155888	-5.067097
38.156517	-5.065369
38.157278	-5.061717
38.157976	-5.060953
38.158748	-5.060536
38.159363	-5.060387
38.16013	-5.060509
38.161084	-5.061171
38.162262	-5.062605
38.163351	-5.065426
38.164187	-5.066511
38.165443	-5.067715
38.166745	-5.068187
38.167589	-5.068233
38.168746	-5.067626
38.1704	-5.067332
38.171165	-5.067646
38.172157	-5.068347
38.173689	-5.068783
38.174074	-5.068671
38.17504	-5.067909
38.176013	-5.066415
38.176594	-5.065919
38.177249	-5.065655
38.178402	-5.06551
38.179474	-5.065866
38.180006	-5.066448
38.180535	-5.067415
38.180868	-5.068803
38.181226	-5.07181
38.181789	-5.0732
38.182622	-5.074516
38.185477	-5.077196
38.188107	-5.079335
38.189711	-5.08031
38.192387	-5.081564
38.193459	-5.081881
38.194419	-5.081812
38.195383	-5.081357
38.195925	-5.080823
38.19686	-5.079329
38.197022	-5.078445
38.196272	-5.076475
38.196277	-5.075936
38.196896	-5.075364
38.197589	-5.075177
38.198395	-5.075145
38.199085	-5.075304
38.200462	-5.075854
38.203861	-5.077807
38.20581	-5.078747
38.210424	-5.082133
38.211449	-5.08345
38.211825	-5.084223
38.212381	-5.086383
38.212717	-5.091545
38.213241	-5.092935
38.213925	-5.093749
38.214841	-5.094295
38.216105	-5.094536
38.217834	-5.094396
38.219605	-5.093832
38.221409	-5.093808
38.224625	-5.094719
38.225309	-5.095418
38.226445	-5.097082
38.227002	-5.099011
38.226987	-5.100589
38.227286	-5.101438
38.228423	-5.102948
38.229299	-5.103687
38.230865	-5.10443
38.233205	-5.104641
38.234053	-5.104186
38.234947	-5.103038
38.235525	-5.102812
38.23633	-5.102857
38.237936	-5.103524
38.239766	-5.104809
38.243914	-5.108382
38.246928	-5.110292
38.248993	-5.111039
38.249832	-5.111585
38.250003	-5.114448
38.25128	-5.115245
38.251896	-5.115431
38.252665	-5.115462
38.254084	-5.115217
38.255507	-5.115434
38.257093	-5.11642
38.258335	-5.11764
38.260917	-5.118424
38.264679	-5.118233
38.266592	-5.117444
38.268204	-5.117274
38.26894	-5.117844
38.271452	-5.123019
38.272699	-5.124779
38.273788	-5.126078
38.27433	-5.126496
38.275179	-5.126912
38.276489	-5.127245
38.27791	-5.127193
38.278714	-5.126993
38.280098	-5.127133
38.281415	-5.128122
38.282457	-5.128612
38.283303	-5.128758
38.286374	-5.128574
38.286993	-5.128953
38.287428	-5.130143
38.28781	-5.133799
38.288292	-5.135835
38.289226	-5.137059
38.290153	-5.137551
38.297506	-5.139212
38.299541	-5.139077
38.301309	-5.139252
38.303546	-5.140193
38.304393	-5.140378
38.305275	-5.140253
38.306307	-5.139704
38.30669	-5.139662
38.306923	-5.139852
38.307511	-5.141041
38.308092	-5.141574
38.311021	-5.142509
38.31172	-5.143272
38.312113	-5.144232
38.312735	-5.144958
38.313664	-5.145719
38.315325	-5.146627
38.316689	-5.148579
38.31751	-5.150073
38.318285	-5.150759
38.319646	-5.152441
38.323747	-5.155483
38.325878	-5.157428
38.328159	-5.159024
38.330522	-5.161004
38.334928	-5.163928
38.339691	-5.168004
38.343671	-5.170547
38.347888	-5.17382
38.350097	-5.175957
38.354549	-5.179728
38.356451	-5.181829
38.35959	-5.184843
38.363981	-5.190388
38.365529	-5.191645
38.369563	-5.195999
38.3708	-5.196873
38.37293	-5.198818
38.375094	-5.200339
38.376058	-5.200753
38.378458	-5.20285
38.38263	-5.205623
38.387424	-5.209277
38.389942	-5.211758
38.393113	-5.214271
38.39416	-5.215417
38.398998	-5.219649
38.402446	-5.223162
38.405189	-5.225101
38.406852	-5.226473
38.408479	-5.228115
38.41049	-5.229714
38.410839	-5.230174
38.412307	-5.231123
38.412921	-5.231156
38.413225	-5.230883
38.414093	-5.229179
38.414235	-5.227906
38.41391	-5.22602
38.414248	-5.225169
38.415312	-5.224003
38.417752	-5.222168
38.418925	-5.220306
38.419533	-5.219645
38.420489	-5.219289
38.42444	-5.218981
38.426125	-5.218503
38.42704	-5.2178
38.427837	-5.216829
38.428555	-5.21555
38.429001	-5.213965
38.428988	-5.212539
38.429596	-5.211878
38.433424	-5.210646
38.437339	-5.210608
38.438412	-5.214684
38.439783	-5.222149
38.440428	-5.229814
38.441537	-5.238053
38.441689	-5.242138
38.442387	-5.247258
38.444941	-5.245422
38.445774	-5.244103
38.446461	-5.243634
38.448306	-5.244002
38.448878	-5.243611
38.449928	-5.240864
38.450348	-5.240552
38.451344	-5.240349
38.452266	-5.240456
38.45303	-5.240141
38.45524	-5.238308
38.457153	-5.237557
38.458451	-5.236812
38.459134	-5.23588
38.459617	-5.234102
38.4603	-5.233248
38.461065	-5.232932
38.462984	-5.232875
38.465238	-5.231735
38.46685	-5.231681
38.469387	-5.232158
38.470916	-5.23145
38.471759	-5.231287
38.472539	-5.232745
38.473374	-5.23613
38.473547	-5.238364
38.473144	-5.240527
38.473653	-5.241756
38.474659	-5.242749
38.475777	-5.243316
38.478548	-5.244254
38.480855	-5.244733
38.481277	-5.24469
38.481506	-5.244534
38.481542	-5.244302
38.481577	-5.243878
38.480949	-5.242226
38.481019	-5.241492
38.481399	-5.241065
38.482088	-5.240865
38.483508	-5.240813
38.484088	-5.241386
38.484245	-5.24177
38.483912	-5.2432
38.483992	-5.243623
38.48465	-5.244234
38.485456	-5.244265
38.486372	-5.243639
38.487089	-5.242244
38.487965	-5.241503
38.488807	-5.241225
38.490612	-5.241324
38.491531	-5.241083
38.495923	-5.238612
38.498455	-5.238433
38.498051	-5.237653
38.499128	-5.237469
38.499791	-5.237587
38.501053	-5.236946
38.50258	-5.234629
38.504396	-5.233648
38.506239	-5.233239
38.507725	-5.23321
38.509168	-5.233333
38.510214	-5.233796
38.511632	-5.233195
38.512769	-5.232973
38.51521	-5.234093
38.516287	-5.235052
38.517318	-5.236431
38.517352	-5.236736
38.51981	-5.239153
38.520839	-5.240646
38.521652	-5.241147
38.522545	-5.241457
38.524613	-5.241659
38.525437	-5.241512
38.5269	-5.240529
38.527527	-5.24038
38.528737	-5.240501
38.529277	-5.240924
38.530611	-5.242952
38.531035	-5.243298
38.532122	-5.243723
38.533215	-5.243806
38.53424	-5.243316
38.535328	-5.24134
38.536469	-5.240889
38.538901	-5.240369
38.540032	-5.24049
38.540298	-5.240949
38.540094	-5.24152
38.540166	-5.241902
38.541331	-5.242328
38.54219	-5.242371
38.543058	-5.24188
38.544194	-5.241772
38.545659	-5.243001
38.548212	-5.242253
38.548943	-5.242928
38.554782	-5.260924
38.555951	-5.263402
38.557808	-5.265714
38.561405	-5.262253
38.561924	-5.25915
38.574386	-5.257426
38.595329	-5.253289
38.623859	-5.24856
38.625717	-5.249315
38.627384	-5.250968
38.628056	-5.257936
38.628593	-5.260887
38.630177	-5.26668
38.630558	-5.268662
38.630035	-5.271505
38.628948	-5.273221
38.628143	-5.275055
38.62759	-5.276979
38.62664	-5.280884
38.62635	-5.283834
38.62722	-5.289795
38.62899	-5.298625
38.629612	-5.305652
38.629524	-5.308635
38.628544	-5.311363
38.627384	-5.31306
38.626469	-5.314857
38.626316	-5.317824
38.62648	-5.32385
38.626652	-5.325843
38.627186	-5.327772
38.628082	-5.329566
38.637276	-5.341568
38.639416	-5.343332
38.64148	-5.342844
38.644443	-5.342393
38.646439	-5.34268
38.648952	-5.344277
38.650044	-5.345958
38.653126	-5.349082
38.656097	-5.348913
38.658142	-5.346531
38.660183	-5.348184
38.661556	-5.35
38.662991	-5.351571
38.666176	-5.35405
38.667923	-5.356405
38.66893	-5.360496
38.668465	-5.363188
38.664116	-5.365928
38.663033	-5.368635
38.662807	-5.370708
38.663311	-5.373642
38.664795	-5.377358
38.667583	-5.386993
38.666882	-5.389864
38.666237	-5.391781
38.666107	-5.393781
38.666382	-5.395787
38.66893	-5.400057
38.669762	-5.401911
38.671749	-5.404083
38.674934	-5.406573
38.676632	-5.407653
38.679413	-5.408811
38.681522	-5.409149
38.683983	-5.410237
38.683914	-5.412473
38.686848	-5.413486
38.686939	-5.415798
38.685543	-5.417607
38.684807	-5.419631
38.686474	-5.421847
38.688213	-5.423066
38.690002	-5.423975
38.692913	-5.424757
38.694889	-5.425137
38.699905	-5.425133
38.701878	-5.424724
38.704262	-5.42308
38.705051	-5.421192
38.708546	-5.418443
38.711582	-5.432848
38.71225	-5.4444
38.713509	-5.455497
38.719242	-5.473962
38.722546	-5.488302
38.724453	-5.509158
